accountID,Home Address,Company Name,Company Address
A914800125650481,"['No. 58', 'Vaikuntha Apt.', 'Talode', 'Maharashtra']",INFOPOLLIS BUSINESS SOLUTIONS PRIVATE LIMITED,"FLAT NO. 103, BUILDING NO. 1, SWEET HOME PARK, NEAR MULGAON CHURCH,     VASAI WEST Thane MH IN 401201"
A365522409819928,"['No. 81', 'Darpan Society', 'Tarakeswar', 'West Bengal']",SHREEM VENTURES PRIVATE LIMITED,"11TH FLOOR, SOLARIS C-3, S V ROAD, OPP L&T GATE NO 6, ANDHERI (E)     MUMBAI Mumbai City MH IN 400072"
A1055521419261230,"['No. 54', 'Shubham Apt.', 'Amroha', 'Uttar Pradesh']",ARIONA IMPEX PRIVATE LIMITED,"FLT nO.306, VILEPARLE RAJTARA BUILDING AZAD ROAD, OPP NISARG APT, VILE PARLE (E)     MUMBAI   MH IN 400057"
A1688853204575090,"['No. 33', 'Santushti Society', 'Sattenapalle', 'Andhra Pradesh']",SKUARE MARINE SOLUTIONS PRIVATE LIMITED,"G-11, ARFAT CHS LTD., SHANTI NIKETAN, NEAR KURLA DEPOT, S.G. BARVE MARG, KURLA- (W)     MUMBAI Mumbai City MH IN 400070"
A985156737384791,"['No. 10', 'Navita Apt.', 'Gobindgarh', 'Punjab']",AIRTHMATIC CORPORATION PRIVATE LIMITED,"5/401, SURYA ENCLAVE CHS LTD, NEAR TULSIDHAM, GHODBUNDER ROAD, THANE WEST     THANE Thane MH IN 400610"
A1688853676955720,"['No. 82', 'Uttam Apt.', 'Gursahaiganj', 'Uttar Pradesh']",GREEN BIG HEAVEN CONSTRUCTION PRIVATE LIMITED,"296/2353, Motilal No. 2, Hill Point, M. G. Road, Nr. Ganesh Maidan, Goregaon (W)     Mumbai Bandra Suburban MH IN 400090"
A844427514403364,"['No. 1', 'Darpan Apt.', 'Lengpui', 'Mizoram']",GORWANI REALTY PRIVATE LIMITED,"BASEMENT, PALATIAL APTARTMENT, PLOT NO- 330 21ST ROAD, BANDRA WEST     MUMBAI Mumbai City MH IN 400050"
A914801126470357,"['No. 8', 'Darpan Bunglow', 'Kathera', 'Uttar Pradesh']",VERTICE PROJECT MANAGEMENT CONSULTANCY PRIVATE LIMITED,"A/404, 4th Floor, Mhatre Residency Near Dahisar Pool, Goanthan, Dahisar (West)     Mumbai Mumbai City MH IN 400068"
A914801053415335,"['No. 87', 'Vandana Bunglow', 'Risia Bazar', 'Uttar Pradesh']",AJITA ADVISORY AND FINANCIAL SERVICES PRIVATE LIMITED,"Shop No.5. L7 B wing, Nandanvan CHS Pratiksha Nagar New Mhada Colony.     Sion East Mumbai City MH IN 400022"
A1688852648836290,"['No. 18', 'Arpan Apt.', 'Ghazipur', 'Uttar Pradesh']",ZAR CARGO PRIVATE LIMITED,"R. No. 217, Sankat Mochan Seva Sangh I.I.T Market Phule Nagar, Kanjurmarg (W),     Mumbai Mumbai City MH IN 400076"
A985156431632052,"['No. 19', 'Santushti Bunglow', 'Kharupatia', 'Assam']",SEPEHR DIGITAL STUDIOS PRIVATE LIMITED,"FLAT NO 203, BUILDING NO 2A NEW MHADA, S NO 120 NR LOKHANDWALA CIRCLE, ANDHERI WEST,     mumbai Mumbai City MH IN 400053"
A1759222104058550,"['No. 62', 'Aalya Society', 'Nagojanahalli', 'Tamil Nadu']",SALPARNI MEDIA PRIVATE LIMITED,"403/5A, MARIGOLD BEVERLY PARK, MIRA ROAD EAST     THANE Thane MH IN 401107"
A388405010798700,"['No. 88', 'Bhavan Society', 'Saidpur', 'Uttar Pradesh']",KSEVEN REALTY PRIVATE LIMITED,"Office No. 810, 8th floor, Senate of ""Aura Biplex"" S.V. Road, Above Kalyan Jewellers, Borivali (West)     Mumbai Bandra Suburban MH IN 400092"
A1829582603375020,"['No. 36', 'Rachna Society', 'Kalavai', 'Tamil Nadu']",FINGERTIPS FINANCIAL SERVICES PRIVATE LIMITED,"16/5, GRND FLOOR, SHANTI NAGAR, SAAT RASTA, SANE GURUJI MARG, JACOB CIRCLE     MUMBAI Mumbai City MH IN 400011"
A985157012397861,"['No. 87', 'Sukriti Bunglow', 'Khera Khurd', 'Delhi *']",LECILITE INGREDIENTS PRIVATE LIMITED,"Office No. U-27 Parvati Complex Swalambi Nagar Square, Ring Road     Nagpur Nagpur MH IN 440022"
A914800633826523,"['No. 92', 'Vatika Apt.', 'Thodupuzha', 'Kerala']",ROYAL ACCESS INDIA PRIVATE LIMITED,"GALA NO. 03 , SHIV SAGAR SOCIETY, KRISHNA NAGAR, A K ROAD, SAFED POOL , SAKINAKA     MUMBAI Mumbai City MH IN 400072"
A1055521384775860,"['No. 34', 'Santushti Apt.', 'Mudushedde', 'Karnataka']",SKANDHA MEDIA SERVICES PRIVATE LIMITED,"GALA NO. I-23, THE BROADWAY PREMISES CO-OP SOCIETY DR. AMBEDKAR ROAD, DADAR (E)     MUMBAI Mumbai City MH IN 400014"
A303496557700928,"['No. 55', 'Kuteer Bunglow', 'Karamsad', 'Gujarat']",ARYA TANKERS PRIVATE LIMITED,"15 B, CHANDER MUKHI, NARIMAN POINT,     MUMBAI   MH IN 400021"
A985156939952550,"['No. 53', 'Chayaa Bunglow', 'Naravarikuppam', 'Tamil Nadu']",PANORAMA STUDIOS PRIVATE LIMITED,"Flat-302/B, 3rd Floor, Brook Hill Tower Plt-39, L.Wala Compl.3rd Cross Road, Andheri-West     Mumbai   MH IN 400053"
A985156141419821,"['No. 65', 'Chayaa Society', 'Lohaghat', 'Uttaranchal']",RASBERRY JEWELLERY PRIVATE LIMITED,"ROOM NO. 6, 2ND FLOOR, 78 RATNADEEP BUILDING JAGANNATH SHANKAR SHETH MARG, GIRGAON     MUMBAI Mumbai City MH IN 400004"
A914801119229071,"['No. 52', 'Abhinava Society', 'Khatiguda', 'Orissa']",XANIA TRADING PRIVATE LIMITED,"F-27,SHAGUN ARCADE, FILM CITY ROAD NR DINDOSHI BUS DEPOT,GOREGAON(EAST)     MUMBAI Mumbai City MH IN 400063"
A914800123960928,"['No. 86', 'Vaikuntha Apt.', 'Kariamangalam', 'Tamil Nadu']",AYAN GLOBAL HR & STAFFING PRIVATE LIMITED,"OFFICE NO, 17, 2ND FLOOR, SHREEJI ARCADE, OPP. NITIN COMPANY LIMITED, ALMEDIA ROAD,     THANE Thane MH IN 400602"
A914801080667193,"['No. 20', 'Kuteer Apt.', 'Khambhalia', 'Gujarat']",KONKAN HOSPITALITY PRIVATE LIMITED,"150/4111, D-Wing, Parivartan CHS, New Pant Nagar, Ghatkopar (East),     Mumbai Mumbai City MH IN 400075"
A1055521173142680,"['No. 36', 'Gokul Bunglow', 'Bahsuma', 'Uttar Pradesh']",ACCESS BUILDCON EQUIPMENTS PRIVATE LIMITED,"609, 6TH FLOOR, INIZIO, CARDINAL GRACIAS ROAD, OPP. P AND G PLAZA, ANDHERI (E),     MUMBAI Mumbai City MH IN 400099"
A389783424597926,"['No. 42', 'Jhaan Apt.', 'Shahpur', 'Madhya Pradesh']",EKMANTRA ADVISORY SERVICES PRIVATE LIMITED,"Regus,Level2,Raheja Centre,Point 294,CST Rd,Nr Mum University,off Bandra-kurla complex, Santacruz(E)     Mumbai Mumbai City MH IN 400098"
A1899945832147100,"['No. 63', 'Kadamb Apt.', 'Hungund', 'Karnataka']",T & T MANAGEMENT SERVICES PRIVATE LIMITED,"T & T HOUSE, PLOT NO. 1, DEV-RISHI CHS LTD. PANCH PAKHADI     THANE Thane MH IN 400602"
A914801032255945,"['No. 74', 'Lakshya Apt.', 'Kembainaickenpalayam', 'Tamil Nadu']",TRANSOCEAN MARINE SERVICES PRIVATE LIMITED,"OFFICE NO.708, V TIMES SQUARE, PLOT NO.03 SECTOR-15, CBD BELAPUR     NAVI MUMBAI Thane MH IN 400614"
A914801050306477,"['No. 12', 'Shivam Apt.', 'Todra', 'Rajasthan']",TREEPUR STUDIOS PRIVATE LIMITED,"FLAT NO.233, 3RD FLOOR, BLDG NO.2, SHANTIVAN OPP OSHIWARA POLICE STATION, 3RD LANE, ANDHERI (W)     MUMBAI Mumbai City MH IN 400053"
A844427754599626,"['No. 77', 'Tamanna Apt.', 'Aranthangi', 'Tamil Nadu']",REVIGEN MEDICARE PRIVATE LIMITED,"802, Heritage Plaza, Telli Galli Cross Road, Andheri (East)     Mumbai   MH IN 400069"
A1759220758926670,"['No. 85', 'Navita Apt.', 'Davorlim', 'Goa']",V SQUARE TEAMWORKS PRIVATE LIMITED,"306, SEABREEZE SOCIETY, J.P.ROAD, SEVEN BUNGLOWS, ANDHERI-WEST     MUMBAI Mumbai City MH IN 400053"
A985156242892770,"['No. 94', 'Pavitra Bunglow', 'Pathri', 'Maharashtra']",MYRA ACCESSORIES PRIVATE LIMITED,"KAMALA ARCADE, PLOT NO. A 3 & 4, SECTOR 30, RABALE GOTHIVALI, GHANSOLI NODE,     NAVI MUMBAI Mumbai City MH IN 400701"
A1829582563503030,"['No. 28', 'Vaikuntha Apt.', 'Mataundh', 'Uttar Pradesh']",A FOUR GLOBAL INTERNATIONAL PRIVATE LIMITED,"ARFA HOUE,OPP MANISH VIJAY SOC, ISLAMPURA ,NUTAN JEWELLER, R.C MARG, MAHUL Rd, VASI NAKA, CHEMBUR,     MUMBAI Mumbai City MH IN 400074"
A985157020517378,"['No. 76', 'Arpan Bunglow', 'Dogadda', 'Uttaranchal']",SUKHAKARTA SHOPPING ZONE PRIVATE LIMITED,MAIN ROAD       OMERGA Osmanabad MH IN 413501
A914800679853223,"['No. 21', 'Navita Apt.', 'Ammavarikuppam', 'Tamil Nadu']",O4 REALTY PRIVATE LIMITED,SWANAND CO OP HSG STY GOKHALE ROAD     THANE Thane MH IN 400099
A914800997017148,"['No. 90', 'Shivam Bunglow', 'Mawana', 'Uttar Pradesh']",NITYASA ELECTRICALS AND ENGINEERS PRIVATE LIMITED,"SWATANTRA NIWAS,ROHIDAS NAGAR KASAM BAUG, MALAD EAST     MUMBAI Mumbai City MH IN 400097"
A844427928369587,"['No. 52', 'Ganesh Apt.', 'Kedla', 'Jharkhand']",JACK IN THE BOX COMMUNICATIONS PRIVATE LIMITED,"NEW ERA MILLS COMPOUND MOGUL LANE, MATUNGA (WEST)     Mumbai Mumbai City MH IN 400016"
A1055521091577550,"['No. 87', 'Aalya Apt.', 'Tathavade', 'Maharashtra']",SANCHETI CHIT FUNDS PRIVATE LIMITED,"C/O. SOW RUKHMINBAI BHUMANA NARODE NAIK NAGAR, NANDED     NANDED Nanded MH IN 431602"
A1055521382259330,"['No. 70', 'Vaikuntha Apt.', 'Mohpa', 'Maharashtra']",SUNNIDHI MARKETING AND MULTITRADE PRIVATE LIMITED,"SHOP NO. 1, VIVID KARYAKARI SEVA SAHAKARI SANSTHA MAIN ROAD     HADGAON Nanded MH IN 431712"
A985157090984923,"['No. 37', 'Apoorva Apt.', 'Gulbarga', 'Karnataka']",PROFICIENT MULTITRADE PRIVATE LIMITED,"Flat - 404, Bldg. - 9, Anita Nagar Lokhandwala Complex, Kandivali (East)     Mumbai Mumbai City MH IN 400101"
A844427272260408,"['No. 87', 'Vaikuntha Bunglow', 'Mahrajganj', 'Uttar Pradesh']",SHREE TIRUPATI BALAJI MARINE ENTERPRISES  PRIVATE LIMITED,"B/104, TRIVENI GARDEN ADHARWADI,     KALYAN WEST Thane MH IN 421301"
A1688852160734300,"['No. 13', 'Abhinava Bunglow', 'Dafahat', 'West Bengal']",PRAVRI CORPORATE MANAGEMENT SERVICES PRIVATE LIMITED,"A7,SHREE DATTADIGMBER CHS LTD,GURU DATTA MANDIR RD GAURISHANKAR WADI NO.1,OPP YASHOMANDIR PANT NAGAR     MUMBAI Mumbai City MH IN 400075"
A985157010071817,"['No. 53', 'Shanti Apt.', 'Bhavani', 'Tamil Nadu']",LIBERTY STEEL & METAL PRIVATE LIMITED,"4B-43, 4th Floor,Highland Corporate Centre near Big Bazar, Majiwada(majivade),thane     thane Thane MH IN 400607"
A1055521295259180,"['No. 96', 'Kuteer Bunglow', 'Govindgarh', 'Madhya Pradesh']",PRASHANT CABLE NET PRIVATE LIMITED,"B 8 SAMADHAN CHAWL, GANESH MARG HARIYALI VIKHROLI     MUMBAI Mumbai City MH IN 400083"
A1055521126415860,"['No. 39', 'Vandana Bunglow', 'Sumerpur', 'Rajasthan']",KNOWTAXX CONSULTANCY PRIVATE LIMITED,"207, 1ST LEVEL,PLOT NO.34,35 & 36,RAGHULEELA MALL VISHWAROOP I.T PARK, SECTOR-30A, VASHI     NAVI MUMBAI Thane MH IN 400705"
A1759221331564090,"['No. 77', 'Samridhi Apt.', 'Mehnagar', 'Uttar Pradesh']",METFIN ELECTROCHEM PRIVATE LIMITED,"14, VINAYAK PARK, SHIRKE MALA BEHIND HPT COLLEGE, COLLEGE ROAD     NASIK Nashik MH IN 422005"
A1899947030285440,"['No. 63', 'Khubsoorat Apt.', 'Heriok', 'Manipur']",MAX CARDS PRIVATE LIMITED,"R-16;F:0;W:;P:;133,VITHALDAS RAMDAS BUILDING AJANTA GUEST HOUSE,DADI SETH AGIARY LANE KALBADEVI     MUMBAI Mumbai City MH IN 400002"
A844427984183634,"['No. 42', 'Vandana Bunglow', 'Bopal', 'Gujarat']",KLM PROFILES PRIVATE LIMITED,"A-404, NEW ARIHANT CHS, RAMWADI NR ANAND NGR MANPADA ROAD DOMBIVLI E     DOMBIVLI Thane MH IN 421201"
A308856672603016,"['No. 64', 'Rachna Society', 'Sahajadpur', 'West Bengal']",ANAHATA RETREATS PRIVATE LIMITED,"204, CAPTAIN VILLA MOUNT MERRY ROAD, BANDRA (W)     MUMBAI   MH IN 400050"
A985156983593190,"['No. 85', 'Ganesh Society', 'Digboi Oil Town', 'Assam']",NURTURE INDIA CONSULTANTS PRIVATE LIMITED,"FLAT 601, A WING, 6TH FLOOR, PLUTO-A VASANT GALAXY MG ROAD, NEAR BANGUR NAGAR, GOREGAON (W)     MUMBAI   MH IN 400090"
A1055521383453070,"['No. 21', 'Darpan Apt.', 'Kakarhati', 'Madhya Pradesh']",IMBELLIRE BUSINESS SOLUTIONS PRIVATE LIMITED,"32, 3RD FLOOR, SHAMIM MANZIL, SHANTI NAGAR, ROAD NO. 27, WAGLE ESTATE, THANE-W     THANE Thane MH IN 400604"
A985156986346818,"['No. 29', 'Shivam Society', 'Kadodara', 'Gujarat']",NCS IT-SOLUTIONS PRIVATE LIMITED,"R-566, F-2, BUILDING NO-12, PUNJABI COLONY, PATRA CHAWL, GTB NAGAR, SION KOLIWADA,     MUMBAI   MH IN 400037"
A914801114723304,"['No. 98', 'Ronak Apt.', 'Unhel', 'Madhya Pradesh']",ONCE MORE INTERNATIONAL PRIVATE LIMITED,"SHABANA HOUSE, 3RD FLOOR, R G 68 JUHU GAOTHAN NO 2 JUHU SANTACRUZ WEST     MUMBAI Mumbai City MH IN 400049"
A844427577995699,"['No. 29', 'Vatika Apt.', 'Mandawar', 'Uttar Pradesh']",MERCANTILE ADVERTISING PRIVATE LIMITED,"304, 3RD FLOOR, BHAVYA PLAZA, 5TH ROAD, KHAR (WEST)     MUMBAI Mumbai City MH IN 400052"
A914801073589300,"['No. 76', 'Kuteer Bunglow', 'Raghunathpur', 'West Bengal']",9 TO 6 FILMS PRIVATE LIMITED,"39, Siddheshwar Nagar, Shriniwas Bunglow Lokhande Mala, Jail Road     NASIK Nashik MH IN 422101"
A914801126575122,"['No. 52', 'Samridhi Apt.', 'Dharur', 'Maharashtra']",SIGNIA DEVELOPERS PRIVATE LIMITED,"327/328 A-501 SWASTIK PARK, ROAD NO 17 JAWAHAR NAGAR GOREGAON WEST     MUMBAI Mumbai City MH IN 400062"
A914801075460599,"['No. 51', 'Vaikuntha Bunglow', 'Padianallur', 'Tamil Nadu']",PRATHAMESHWARA CHIT FUND PRIVATE LIMITED,BALAJI WARD CHANDRAPUR     CHANDRAPUR Chandrapur MH IN 442404
A844428105399167,"['No. 47', 'Kuteer Bunglow', 'Bid', 'Maharashtra']",SYSGENX SOFTWARE PRIVATE LIMITED,"C/206, YOGESH, PANDURANG WADI, ROAD NO.3, GOREGAON-EAST,     MUMBAI Mumbai City MH IN 400063"
A1899946187214690,"['No. 64', 'Abhinava Apt.', 'Seoni Malwa', 'Madhya Pradesh']",PAISA WASUL CHIT FUNDS PRIVATE LIMITED,"1-17-1362 VIP ROAD, OPP. TAJ PATIL HOTEL, VISHNU COMPLEX     NANDED Nanded MH IN 431602"
A985156140532729,"['No. 58', 'Pavitra Bunglow', 'Dhatrigram', 'West Bengal']",PINEAPPLE CONSULTING PRIVATE LIMITED,"201, Petrol Filling Station Bldg., IOC Petrol Pump Adi Shankaracharya Marg, Nr Millenium Tower, Powai     Mumbai Mumbai City MH IN 400076"
A985156627539464,"['No. 86', 'Sukriti Bunglow', 'Banswara', 'Rajasthan']",LUBRITECH ENGINEERING PRIVATE LIMITED,"13/3, Chandrodaya Society,CST Road, Chembur Mumbai     MUMBAI Mumbai City MH IN 400071"
A1899946120225740,"['No. 90', 'Chayaa Society', 'Una', 'Himachal Pradesh']",SJ RAIL AND INFRA SERVICES INDIA PRIVATE  LIMITED,"B-403, GIRIKUNJ, LBS ROAD, GHATKOPAR (W)     MUMBAI Mumbai City MH IN 400086"
A1055521414115840,"['No. 0', 'Nilaya Apt.', 'Indi', 'Karnataka']",GAJRAJ STEEL PRIVATE LIMITED,"C/O -MAHESH SIDRAMAPPA MALANG, DESHPANDE COLONY,     LATUR Latur MH IN 413512"
A914800529474224,"['No. 73', 'Pavitra Apt.', 'Awantipora', 'Jammu & Kashmir']",TWINKLE INTERIOR DESIGNERS & DEVELOPERS PRIVATE LIMITED,"HOUSE OF NANDKISHORE MOHANE WARD NO. 39, SHRI TALKIES ROAD     GONDIA Gondiya MH IN 441601"
A844427995164544,"['No. 55', 'Apoorva Apt.', 'Nerunjipettai', 'Tamil Nadu']",AMADEUS DESIGN STUDIO PRIVATE LIMITED,"20/A-4, Takshila Apartment Mahakali Caves Road, Andheri (East)     Mumbai Mumbai City MH IN 400093"
A985156406787328,"['No. 32', 'Shanti Bunglow', 'Mul', 'Maharashtra']",NERVELIXIR INDIA PRIVATE LIMITED,"REGAL PALACE, A-103, VIJAY VIHAR COMPLEX, EVERSHINE CITY, VASAI (E), DIST. THANE,     Thane Thane MH IN 401202"
A985156157841074,"['No. 60', 'Navitalaya Bunglow', 'Kumarghat', 'Tripura']",AARM MARKETING AND MEDIA PRIVATE LIMITED,G-1301 ETERNITY TEEN HAATH NAKA THANE WEST     THANE Thane MH IN 400604
A1759221002606810,"['No. 94', 'Vandana Apt.', 'Amtala', 'West Bengal']",SACHI CLOTHING PRIVATE LIMITED,"A 402, 4TH FLOOR, SNEHDEEP CHSL, M. G. ROAD, SIDDHARTHA NAGAR GOREGAON WEST     MUMBAI Mumbai City MH IN 400062"
A1055520964806710,"['No. 55', 'Navitalaya Apt.', 'Jubbal', 'Himachal Pradesh']",PRASANNA A MARKETING AND MERCHANDISERS PRIVATE LIMITED,"602, SAM ROCK APP, JUHU LENTH, NEAR ANDHERI FLYOVER, S. V. ROAD, ANDHERI (WEST).     MUMBAI Mumbai City MH IN 400053"
A985157123362819,"['No. 58', 'Darpan Apt.', 'Nagari', 'Andhra Pradesh']",GYBHS GLOBAL PRIVATE LIMITED,"HIND SAURASHTRA IND. ESTATE, C-ANNEXE, ANDHERI KURLA ROAD, MAROL NAKA, MAROL, ANDHERI (E)     MUMBAI   MH IN 400059"
A1055520623028180,"['No. 27', 'Uttam Society', 'Hebbalu', 'Karnataka']",HI-SPEED MARINE SERVICES PRIVATE LIMITED,"POST JASKHAR , DIST RAIGAD, SECTION JASHKAR       NAVGHAR Raigarh MH IN 400702"
A985157027738252,"['No. 55', 'Aaradhana Apt.', 'Patulia', 'West Bengal']",BUSINESS CENTRE EXPORTS PRIVATE LIMITED,"06, 1ST FLOOR, MAHESHWAR PRAKASH NO.1, JAIN TEMPLE, SANTACRUZ-WEST,     MUMBAI Mumbai City MH IN 400054"
A985156416454880,"['No. 27', 'Arpitam Bunglow', 'Koothuparamba', 'Kerala']",FINNOVATION CORPORATE SERVICES PRIVATE LIMITED,"FLAT NO. 201/202 , HINAL CO. HSG. SOC. LTD., THAKUR COMPLEX, KANDIVALI-EAST     MUMBAI Mumbai City MH IN 400101"
A985156999822047,"['No. 53', 'Apoorva Society', 'Anupgarh', 'Rajasthan']",HUMANWARE TECHNOLOGY PRIVATE LIMITED,"Flat No.204, Plot No.43, Sreesadan CHS, Sector- 44A, Nerul     Navi Mumbai Mumbai City MH IN 400706"
A985156985303580,"['No. 89', 'Apoorva Bunglow', 'Lakhnadon', 'Madhya Pradesh']",NOVASTAR POLYPLAST (INDIA) PRIVATE LIMITED,"507, Adamji Building, 413, Narsi Natha Street, Masjid Bunder,     Mumbai Mumbai City MH IN 400009"
A1899945966221550,"['No. 88', 'Navita Society', 'Barsana', 'Uttar Pradesh']",OUTCOMES PHARMA PRIVATE LIMITED,"Flat No.2002, Millenium Avanish , Plot No. 9,10,11 Sector No. 10A, Behind D Mart , Airoli,     Navi Mumbai Thane MH IN 400705"
A914800959892934,"['No. 44', 'Kalpna Apt.', 'Chikhaldara', 'Maharashtra']",MAAP ENGINEERING PRIVATE LIMITED,"S No. 111 H No. 1/1 Chaudhary Compound Walkan Pada, Pelhar Waliv Taluka Vasai     Thane Thane MH IN 401202"
A1688852463398550,"['No. 1', 'Navitalaya Bunglow', 'Raurkela Industrialship', 'Orissa']",TECHNO HONEY SYSTEMS PRIVATE LIMITED,"301, Orbit Premises, Chincholi Bunder Road, Malad (West)     Mumbai Mumbai City MH IN 400064"
A985156880838418,"['No. 78', 'Paaras Society', 'Kooraikundu', 'Tamil Nadu']",SAI GANESH SHOPPING & HOTEL PLAZA PRIVATE LIMITED,"VIGHNAHARTA BUNGLOW, HOUSE NO. 1492, BHOIRWADI, KHAMBALPADA, KALYAN ROAD     DOMBIVLI E Thane MH IN 421201"
A1055521271943020,"['No. 18', 'Anmol Bunglow', 'Tharad', 'Gujarat']",HEXAGEN PHARMA IND PRIVATE LIMITED,"B-202, HETAL ARCH, OPP. NATRAJ MKT., S.V.ROAD, MALAD WEST     MUMBAI Mumbai City MH IN 400064"
A564049488265127,"['No. 96', 'Vandana Bunglow', 'Godhra', 'Gujarat']",SEVEN SEAS GLOBAL PRIVATE LIMITED,"1707, YOGI TOWER, YOGI NAGAR, BORIVALI (WEST),     MUMBAI Nandurbar MH IN 400092"
A914801088635880,"['No. 52', 'Aashirvad Society', 'Lattikata', 'Orissa']",VXL SOFTWARE SOLUTIONS PRIVATE LIMITED,"241/242, Fourth Floor, Building No. II, Solitaire Corporate Park, Andheri Kurla Road, Andheri     Mumbai Mumbai City MH IN 400093"
A914801049613250,"['No. 1', 'Navitalaya Apt.', 'Colgong', 'Bihar']",ENGAGE SPORTS MEDIA PRIVATE LIMITED,"Levels Ground 1, Trade Centre Bandra Kurla Complex Bandra East     Mumbai Mumbai City MH IN 400051"
A1055521383487810,"['No. 23', 'Darpan Apt.', 'Bhatgaon', 'Chhattisgarh']",ASMITA AGRIBIZ PRIVATE LIMITED,"GUJARI CHOWK, PUSAD     YAVATMAL Yavatmal MH IN 445204"
A844428131889975,"['No. 7', 'Shivam Bunglow', 'Gajularega', 'Andhra Pradesh']",IRIS BUILDTECH PRIVATE LIMITED,"201, MORYA CLASSIC ANDHERI LINK ROAD, ANDHERI WEST     MUMBAI Mumbai City MH IN 400053"
A1829582638069840,"['No. 64', 'Rachna Apt.', 'Jhunjhunun', 'Rajasthan']",GM INFRA DEVELOPERS PRIVATE LIMITED,105 ACME INDUSTRIAL EST W E HIGHWAY GOREGAON E OFF I B PATEL ROAD     MUMBAI Mumbai City MH IN 400058
A1055521408486830,"['No. 91', 'Ganesh Apt.', 'Lilong (Imphal West)', 'Manipur']",FRIDAY CINE ENTERTAINMENT PRIVATE LIMITED,"1, Juhu Landmark, Plot No.37, Gulmohar Road, JVPD Scheme, Vile-Parle(West)     Mumbai Mumbai City MH IN 400049"
A985156691449683,"['No. 92', 'Samridhi Society', 'Panara', 'Madhya Pradesh']",JUST EMPLOY ONLINE RECRUITMENT PORTAL PRIVATE LIMITED,"Shop no1,ground flr,Jupiter Apt, Chikuwadi, Shimpoli Road,Borivali West     Mumbai Mumbai City MH IN 400092"
A914800568806256,"['No. 33', 'Vatika Apt.', 'Alibag', 'Maharashtra']",MIXED BAG INTEGRATED SERVICES PRIVATE LIMITED,"Gala No.71, Bldg.No. B5,Akshay Mittal Indl. Estate Andheri Kurla Road, near Marol Metro Station     Andheri Mumbai City MH IN 400059"
A844428114510737,"['No. 85', 'Samridhi Bunglow', 'Bari Brahmana', 'Jammu & Kashmir']",3DIMENSION ENGINEERING PRIVATE LIMITED,"PUNIT CO OP HSG SOCIETY, FLAT G-1 PLOT 78,SECT 18, KOPAR KHAIRNE     NAVI MUMBAI Mumbai City MH IN 400709"
